SequenceID	MarkerGene	mOTU	mOTU linkage Group Name
763435843-stool1_revised_C457414_1_gene32008	COG0016	COG0016.OTUcal.v2.358	motu_linkage_group_100
763982056-stool1_revised_scaffold50025_1_gene51362	COG0495	COG0495.OTUcal.v2.1468	motu_linkage_group_105
MH0006_revised_scaffold30105_2_gene105330	COG0552	COG0552.OTUcal.v2.1957	motu_linkage_group_307
1003238.CAB1_0180	COG0018	COG0018.OTUcal.v2.213	-
59374.FSU_2423	COG0533	COG0533.OTUcal.v2.707	-
MH0040_revised_scaffold53002_1_gene35755	COG0018	COG0018.OTUcal.v2.1796	motu_linkage_group_68
MH0040_revised_scaffold11541_2_gene33279	COG0541	COG0541.OTUcal.v2.1926	motu_linkage_group_124
888728.HMPREF9095_0213	COG0533	COG0533.OTUcal.v2.138	-
122587.NMA0094	COG0525	COG0525.OTUcal.v2.1704	-
469382.Hbor_03120	COG0525	COG0525.OTUcal.v2.452	-
866344.HPF16_0598	COG0552	COG0552.OTUcal.v2.1304	-
MH0082_revised_scaffold39809_1_gene80234	COG0018	COG0018.OTUcal.v2.352	motu_linkage_group_100
763597684-stool1_revised_scaffold21163_1_gene129665	COG0012	COG0012.OTUcal.v2.1425	motu_linkage_group_105
479831.CdifQCD-6_020200012804	COG0495	COG0495.OTUcal.v2.1374	-
MH0069_revised_scaffold42457_1_gene45118	COG0533	COG0533.OTUcal.v2.460	motu_linkage_group_155
763860675-stool1_revised_C1184916_1_gene49641	COG0552	COG0552.OTUcal.v2.2094	motu_linkage_group_786
426118.M164_1720	COG0533	COG0533.OTUcal.v2.1294	-
765135172-stool1_revised_scaffold9777_1_gene30005	COG0012	COG0012.OTUcal.v2.1358	motu_linkage_group_299
764002286-stool1_revised_scaffold22805_1_gene44735	COG0018	COG0018.OTUcal.v2.1619	motu_linkage_group_95
483218.BACPEC_02135	COG0215	COG0215.OTUcal.v2.77	motu_linkage_group_162
495036.G11MC16DRAFT_2458	COG0495	COG0495.OTUcal.v2.902	-
272633.MYPE4840	COG0552	COG0552.OTUcal.v2.464	-
658599.CtraL_010100002530	COG0533	COG0533.OTUcal.v2.538	-
765094712-stool2_revised_scaffold13155_2_gene53142	COG0495	COG0495.OTUcal.v2.2096	motu_linkage_group_452
320371.BURPS1710A_2135	COG0525	COG0525.OTUcal.v2.895	-
764143897-stool1_revised_C902818_1_gene111525	COG0012	COG0012.OTUcal.v2.1511	motu_linkage_group_417
207949.RED65_10374	COG0016	COG0016.OTUcal.v2.1344	-
763678604-stool1_revised_scaffold32296_1_gene173634	COG0495	COG0495.OTUcal.v2.1850	motu_linkage_group_206
763961826-stool1_revised_scaffold3454_1_gene11237	COG0495	COG0495.OTUcal.v2.1893	motu_linkage_group_258
764588959-stool1_revised_C843065_1_gene179554	COG0172	COG0172.OTUcal.v2.662	motu_linkage_group_262
763496533-stool1_revised_C1292337_1_gene75085	COG0541	COG0541.OTUcal.v2.1798	motu_linkage_group_430
983920.Y88_2333	COG0016	COG0016.OTUcal.v2.1339	-
585204.SMSK597_0933	COG0552	COG0552.OTUcal.v2.32	-
405440.Xfasm12_2095	COG0016	COG0016.OTUcal.v2.448	-
528345.NGAG_01613	COG0525	COG0525.OTUcal.v2.1470	-
764143897-stool2_revised_scaffold7333_1_gene73726	COG0525	COG0525.OTUcal.v2.430	motu_linkage_group_213
682147.GVAMD_0227	COG0012	COG0012.OTUcal.v2.952	-
264462.Bd1173	COG0552	COG0552.OTUcal.v2.1680	-
764447348-stool1_revised_scaffold19556_1_gene55147	COG0525	COG0525.OTUcal.v2.1767	motu_linkage_group_127
159814214-stool2_revised_scaffold18302_1_gene30162	COG0215	COG0215.OTUcal.v2.291	motu_linkage_group_216
546268.NEISUBOT_03617	COG0018	COG0018.OTUcal.v2.592	-
453361.SP108700_0581	COG0215	COG0215.OTUcal.v2.229	-
160643649-stool1_revised_scaffold2449_1_gene73041	COG0541	COG0541.OTUcal.v2.1756	motu_linkage_group_135
547559.Nmag_1241	COG0525	COG0525.OTUcal.v2.1103	-
158479027-stool1_revised_scaffold9653_1_gene31578	COG0541	COG0541.OTUcal.v2.425	motu_linkage_group_141
160319967-stool1_revised_scaffold12252_1_gene86961	COG0533	COG0533.OTUcal.v2.1441	motu_linkage_group_105
525362.HMPREF0542_12201	COG0172	COG0172.OTUcal.v2.524	motu_linkage_group_402
416348.Hlac_2073	COG0172	COG0172.OTUcal.v2.480	-
509170.ABSDF2908	COG0016	COG0016.OTUcal.v2.43	-
658088.HMPREF0987_00709	COG0495	COG0495.OTUcal.v2.1026	motu_linkage_group_530
392500.Swoo_2479	COG0172	COG0172.OTUcal.v2.1237	-
754082.ECSTEC7V_1322	COG0012	COG0012.OTUcal.v2.923	motu_linkage_group_607
MH0059_revised_scaffold86195_2_gene7112	COG0525	COG0525.OTUcal.v2.1836	motu_linkage_group_134
528351.NGNG_00782	COG0495	COG0495.OTUcal.v2.1064	-
525255.HMPREF0077_0171	COG0012	COG0012.OTUcal.v2.1118	-
94122.Shewana3_3018	COG0541	COG0541.OTUcal.v2.912	-
MH0085_revised_scaffold12168_2_gene41428	COG0012	COG0012.OTUcal.v2.863	motu_linkage_group_370
763577454-stool1_revised_scaffold19317_1_gene126861	COG0018	COG0018.OTUcal.v2.1786	motu_linkage_group_127
638300.HMPREF0198_1722	COG0533	COG0533.OTUcal.v2.186	-
MH0043_revised_scaffold33740_3_gene47948	COG0172	COG0172.OTUcal.v2.819	motu_linkage_group_214
604812005-stool1_revised_scaffold25465_1_gene123037	COG0016	COG0016.OTUcal.v2.1736	motu_linkage_group_265
763496533-stool1_revised_C1290949_1_gene20002	COG0012	COG0012.OTUcal.v2.1555	motu_linkage_group_372
MH0003_revised_scaffold845_5_gene54554	COG0525	COG0525.OTUcal.v2.2112	motu_linkage_group_651
764224817-stool2_revised_scaffold35790_2_gene46634	COG0018	COG0018.OTUcal.v2.868	motu_linkage_group_370
MH0005_revised_scaffold6961_16_gene20911	COG0012	COG0012.OTUcal.v2.147	motu_linkage_group_137
158337416-stool2_revised_C1036388_1_gene138175	COG0172	COG0172.OTUcal.v2.355	motu_linkage_group_100
158499257-stool1_revised_scaffold32590_1_gene164938	COG0215	COG0215.OTUcal.v2.1821	motu_linkage_group_470
613026.HRAG_00532	COG0016	COG0016.OTUcal.v2.1412	-
656519.Halsa_1469	COG0016	COG0016.OTUcal.v2.1003	-
666510.ASAC_1113	COG0552	COG0552.OTUcal.v2.724	-
764588959-stool1_revised_scaffold20144_2_gene93651	COG0018	COG0018.OTUcal.v2.1694	motu_linkage_group_274
271848.BthaA_010200000999	COG0012	COG0012.OTUcal.v2.885	-
MH0041_revised_scaffold9167_1_gene30790	COG0018	COG0018.OTUcal.v2.352	motu_linkage_group_100
134676.ACPL_7687	COG0012	COG0012.OTUcal.v2.438	-
694427.Palpr_2868	COG0525	COG0525.OTUcal.v2.1527	-
435832.HMPREF0604_01965	COG0525	COG0525.OTUcal.v2.592	-
438753.AZC_0262	COG0533	COG0533.OTUcal.v2.478	-
945550.VISI1226_17810	COG0172	COG0172.OTUcal.v2.895	-
764487809-stool2_revised_scaffold43035_2_gene118662	COG0495	COG0495.OTUcal.v2.1824	motu_linkage_group_104
596324.TREVI0001_2195	COG0495	COG0495.OTUcal.v2.137	-
521010.BbiDN127_0783	COG0533	COG0533.OTUcal.v2.1185	-
546267.NEIPOLOT_00263	COG0172	COG0172.OTUcal.v2.653	-
MH0069_revised_scaffold27085_2_gene15782	COG0215	COG0215.OTUcal.v2.352	motu_linkage_group_100
158944319-stool1_revised_scaffold5466_1_gene51272	COG0533	COG0533.OTUcal.v2.1788	motu_linkage_group_282
MH0077_revised_scaffold1795_10_gene64065	COG0533	COG0533.OTUcal.v2.1721	motu_linkage_group_394
MH0045_revised_scaffold3110_1_gene8957	COG0172	COG0172.OTUcal.v2.1720	motu_linkage_group_115
701347.Entcl_0280	COG0552	COG0552.OTUcal.v2.885	-
V1.CD3-0_revised_scaffold510_1_gene38583	COG0525	COG0525.OTUcal.v2.1574	motu_linkage_group_352
191218.Bant_01004633	COG0541	COG0541.OTUcal.v2.764	-
264201.pc1047	COG0495	COG0495.OTUcal.v2.1366	-
159227541-stool3_revised_scaffold1783_1_gene113703	COG0018	COG0018.OTUcal.v2.1762	motu_linkage_group_306
MH0019_revised_scaffold25139_3_gene30126	COG0533	COG0533.OTUcal.v2.1764	motu_linkage_group_104
386656.YPDSF_1109	COG0012	COG0012.OTUcal.v2.511	-
411469.EUBHAL_02372	COG0012	COG0012.OTUcal.v2.631	motu_linkage_group_440
657318.EUR_10130	COG0215	COG0215.OTUcal.v2.352	motu_linkage_group_100
MH0014_revised_scaffold3044_4_gene105974	COG0552	COG0552.OTUcal.v2.1937	motu_linkage_group_448
764184357-stool1_revised_scaffold14725_1_gene51888	COG0541	COG0541.OTUcal.v2.1931	motu_linkage_group_204
763496533-stool1_revised_scaffold31895_1_gene138278	COG0012	COG0012.OTUcal.v2.1694	motu_linkage_group_310
573825.LIF_A1497	COG0215	COG0215.OTUcal.v2.1419	-
763496533-stool1_revised_scaffold11002_1_gene111457	COG0552	COG0552.OTUcal.v2.1814	motu_linkage_group_310
764062976-stool2_revised_scaffold46223_1_gene17986	COG0215	COG0215.OTUcal.v2.1797	motu_linkage_group_104
675950834-stool1_revised_C814143_1_gene125472	COG0172	COG0172.OTUcal.v2.1968	-
595537.Varpa_1019	COG0541	COG0541.OTUcal.v2.981	-
352165.HMPREF7215_2287	COG0018	COG0018.OTUcal.v2.768	-
565647.EFJG_00396	COG0018	COG0018.OTUcal.v2.438	-
222891.NSE_0910	COG0012	COG0012.OTUcal.v2.697	-
159227541-stool3_revised_scaffold1479_1_gene130896	COG0541	COG0541.OTUcal.v2.355	motu_linkage_group_100
764669880-stool2_revised_scaffold653_4_gene77394	COG0215	COG0215.OTUcal.v2.1379	motu_linkage_group_299
445334.CPC_2111	COG0012	COG0012.OTUcal.v2.124	-
550677.ECEG_02453	COG0533	COG0533.OTUcal.v2.933	motu_linkage_group_607
MH0071_revised_scaffold2943_4_gene70052	COG0495	COG0495.OTUcal.v2.1922	motu_linkage_group_120
O2.UC12-0_revised_scaffold34465_2_gene36483	COG0172	COG0172.OTUcal.v2.1838	motu_linkage_group_333
287752.SI859A1_01413	COG0018	COG0018.OTUcal.v2.39	-
765061.HMPREF9341_01215	COG0525	COG0525.OTUcal.v2.467	-
999141.GME_07246	COG0172	COG0172.OTUcal.v2.1098	-
706434.HMPREF9429_01535	COG0495	COG0495.OTUcal.v2.1373	-
737052003-stool1_revised_scaffold8434_2_gene7353	COG0172	COG0172.OTUcal.v2.355	motu_linkage_group_100
V1.CD14-0_revised_scaffold627_1_gene61821	COG0495	COG0495.OTUcal.v2.1981	-
585501.HMPREF6123_1560	COG0016	COG0016.OTUcal.v2.1472	-
744979.R2A130_0039	COG0525	COG0525.OTUcal.v2.258	-
MH0026_revised_scaffold1563_2_gene10955	COG0541	COG0541.OTUcal.v2.1792	-
766149.SFK304_2121	COG0016	COG0016.OTUcal.v2.929	motu_linkage_group_607
764508039-stool1_revised_C353416_1_gene44676	COG0495	COG0495.OTUcal.v2.1542	motu_linkage_group_116
272569.rrnAC2947	COG0495	COG0495.OTUcal.v2.253	-
158337416-stool2_revised_C1046582_1_gene59770	COG0215	COG0215.OTUcal.v2.352	motu_linkage_group_100
525327.HMPREF0519_2021	COG0525	COG0525.OTUcal.v2.68	-
864568.HMPREF0841_1719	COG0495	COG0495.OTUcal.v2.1766	-
160765029-stool1_revised_C1098860_1_gene12146	COG0533	COG0533.OTUcal.v2.1756	motu_linkage_group_142
159166850-stool1_revised_scaffold9274_2_gene136698	COG0172	COG0172.OTUcal.v2.1800	motu_linkage_group_379
160502038-stool1_revised_scaffold48093_1_gene124788	COG0215	COG0215.OTUcal.v2.1616	motu_linkage_group_109
665943.HMPREF1023_01230	COG0172	COG0172.OTUcal.v2.993	motu_linkage_group_804
334406.BCN_3674	COG0541	COG0541.OTUcal.v2.1698	-
234267.Acid_7561	COG0525	COG0525.OTUcal.v2.1654	-
467705.SGO_2058	COG0018	COG0018.OTUcal.v2.1197	-
717606.PaecuDRAFT_4112	COG0012	COG0012.OTUcal.v2.801	-
521002.METSMIF1_02350	COG0552	COG0552.OTUcal.v2.652	motu_linkage_group_522
MH0009_revised_scaffold31004_2_gene616	COG0552	COG0552.OTUcal.v2.1814	motu_linkage_group_310
533247.CRD_00225	COG0552	COG0552.OTUcal.v2.714	-
515620.EUBELI_00380	COG0533	COG0533.OTUcal.v2.1071	motu_linkage_group_396
MH0064_revised_scaffold13876_1_gene32511	COG0525	COG0525.OTUcal.v2.866	motu_linkage_group_170
1051075.PDI_2662	COG0525	COG0525.OTUcal.v2.1347	-
765640925-stool1_revised_scaffold32964_1_gene105768	COG0012	COG0012.OTUcal.v2.1855	motu_linkage_group_70
354242.CJJ81176_1190	COG0018	COG0018.OTUcal.v2.1252	-
718254.ENC_07500	COG0012	COG0012.OTUcal.v2.973	motu_linkage_group_654
575612.HMPREF0660_02222	COG0018	COG0018.OTUcal.v2.1682	-
383629.RG210_15854	COG0215	COG0215.OTUcal.v2.1719	-
272633.MYPE4060	COG0172	COG0172.OTUcal.v2.463	-
667129.HMPREF0758_3980	COG0016	COG0016.OTUcal.v2.525	-
1048834.TC41_0017	COG0172	COG0172.OTUcal.v2.1083	-
234267.Acid_5844	COG0495	COG0495.OTUcal.v2.1676	-
1042163.BRLA_c00170	COG0533	COG0533.OTUcal.v2.666	-
319795.Dgeo_1714	COG0215	COG0215.OTUcal.v2.130	-
650150.ERH_1510	COG0018	COG0018.OTUcal.v2.44	-
MH0028_revised_scaffold26989_1_gene52413	COG0495	COG0495.OTUcal.v2.1855	motu_linkage_group_282
797210.Halxa_2006	COG0018	COG0018.OTUcal.v2.334	-
O2.UC13-0_revised_scaffold27116_1_gene63141	COG0016	COG0016.OTUcal.v2.456	motu_linkage_group_351
405534.BCAH187_A0018	COG0172	COG0172.OTUcal.v2.1656	-
V1.CD13-0_revised_scaffold54708_2_gene1673	COG0495	COG0495.OTUcal.v2.1847	motu_linkage_group_134
158944319-stool1_revised_scaffold4107_1_gene31866	COG0172	COG0172.OTUcal.v2.1538	motu_linkage_group_352
764487809-stool1_revised_scaffold9295_1_gene62272	COG0495	COG0495.OTUcal.v2.2134	motu_linkage_group_604
765074482-stool2_revised_scaffold45841_1_gene166397	COG0016	COG0016.OTUcal.v2.1444	motu_linkage_group_105
768724.HMPREF9131_1451	COG0552	COG0552.OTUcal.v2.1578	-
767100.HMPREF9126_0293	COG0552	COG0552.OTUcal.v2.1360	-
768724.HMPREF9131_1453	COG0541	COG0541.OTUcal.v2.1584	-
544405.HP9810_2g9	COG0525	COG0525.OTUcal.v2.1699	-
MH0086_revised_scaffold85885_2_gene17223	COG0533	COG0533.OTUcal.v2.1425	motu_linkage_group_338
398580.Dshi_2087	COG0525	COG0525.OTUcal.v2.597	-
MH0022_revised_scaffold21826_2_gene16863	COG0525	COG0525.OTUcal.v2.1771	motu_linkage_group_65
163164.WD0132	COG0016	COG0016.OTUcal.v2.1086	-
767100.HMPREF9126_0295	COG0541	COG0541.OTUcal.v2.1361	-
338793263-stool1_revised_scaffold8107_1_gene17734	COG0525	COG0525.OTUcal.v2.1366	motu_linkage_group_544
159005010-stool1_revised_scaffold11762_1_gene13329	COG0172	COG0172.OTUcal.v2.1193	motu_linkage_group_405
718252.FP2_20240	COG0172	COG0172.OTUcal.v2.1330	motu_linkage_group_271
272569.rrnAC2490	COG0533	COG0533.OTUcal.v2.250	-
1001989.PPECC33_4870	COG0215	COG0215.OTUcal.v2.928	motu_linkage_group_607
395492.Rleg2_3750	COG0541	COG0541.OTUcal.v2.246	-
575599.HMPREF0513_01460	COG0495	COG0495.OTUcal.v2.439	-
MH0052_revised_scaffold56039_3_gene63350	COG0172	COG0172.OTUcal.v2.1712	motu_linkage_group_14
MH0021_revised_scaffold50495_2_gene9063	COG0541	COG0541.OTUcal.v2.1973	motu_linkage_group_233
MH0012_revised_scaffold129792_3_gene173520	COG0525	COG0525.OTUcal.v2.1950	-
MH0016_revised_scaffold497_4_gene82765	COG0533	COG0533.OTUcal.v2.432	motu_linkage_group_408
492476.Cther_1702	COG0525	COG0525.OTUcal.v2.1365	-
MH0016_revised_scaffold9115_3_gene62335	COG0012	COG0012.OTUcal.v2.1491	motu_linkage_group_116
672161.CTB_0251	COG0541	COG0541.OTUcal.v2.533	-
159166850-stool1_revised_scaffold2645_1_gene44501	COG0533	COG0533.OTUcal.v2.1845	-
1004952.SSUD12_2057	COG0495	COG0495.OTUcal.v2.775	-
715226.ABI_13560	COG0533	COG0533.OTUcal.v2.551	-
189918.Mkms_2005	COG0541	COG0541.OTUcal.v2.1316	-
V1.UC13-0_revised_scaffold3548_1_gene53330	COG0012	COG0012.OTUcal.v2.1341	motu_linkage_group_544
223283.PSPTO_0540	COG0533	COG0533.OTUcal.v2.356	-
1045855.DSC_08060	COG0215	COG0215.OTUcal.v2.779	-
MH0012_revised_scaffold43293_1_gene128352	COG0215	COG0215.OTUcal.v2.1874	motu_linkage_group_325
862512.HMPREF0277_0590	COG0533	COG0533.OTUcal.v2.1126	-
32049.SYNPCC7002_A1007	COG0533	COG0533.OTUcal.v2.319	-
644283.Micau_1380	COG0541	COG0541.OTUcal.v2.1323	-
509173.ABAYE0757	COG0172	COG0172.OTUcal.v2.1024	-
675813.VIB_001499	COG0172	COG0172.OTUcal.v2.1557	-
525909.Afer_0442	COG0533	COG0533.OTUcal.v2.1418	-
160218816-stool1_revised_scaffold42042_1_gene73943	COG0541	COG0541.OTUcal.v2.355	motu_linkage_group_100
304371.MCP_1771	COG0495	COG0495.OTUcal.v2.29	-
160218816-stool1_revised_scaffold42042_1_gene73940	COG0552	COG0552.OTUcal.v2.357	motu_linkage_group_100
764062976-stool2_revised_scaffold15798_1_gene126406	COG0012	COG0012.OTUcal.v2.1732	motu_linkage_group_282
MH0069_revised_scaffold1521_3_gene6147	COG0172	COG0172.OTUcal.v2.1697	motu_linkage_group_126
177437.HRM2_13510	COG0012	COG0012.OTUcal.v2.1105	-
765701615-stool1_revised_scaffold43522_1_gene49663	COG0215	COG0215.OTUcal.v2.1906	-
564418.Ctra70_010100000130	COG0541	COG0541.OTUcal.v2.533	-
763496533-stool1_revised_scaffold29046_1_gene85596	COG0012	COG0012.OTUcal.v2.1868	motu_linkage_group_205
158499257-stool2_revised_scaffold66970_1_gene190897	COG0012	COG0012.OTUcal.v2.20	motu_linkage_group_281
160704339-stool1_revised_scaffold16543_1_gene38393	COG0552	COG0552.OTUcal.v2.1745	motu_linkage_group_301
MH0059_revised_scaffold39380_1_gene3545	COG0172	COG0172.OTUcal.v2.454	motu_linkage_group_155
927666.SOR_1517	COG0215	COG0215.OTUcal.v2.140	-
697329.Rumal_3090	COG0552	COG0552.OTUcal.v2.565	-
56780.SYN_00996	COG0541	COG0541.OTUcal.v2.1276	-
52598.EE36_12628	COG0172	COG0172.OTUcal.v2.1527	-
764224817-stool2_revised_scaffold190_1_gene79876	COG0541	COG0541.OTUcal.v2.1577	-
159166850-stool1_revised_scaffold25765_1_gene19714	COG0018	COG0018.OTUcal.v2.1193	motu_linkage_group_405
215689.EJP617_15730	COG0533	COG0533.OTUcal.v2.717	-
MH0026_revised_scaffold5449_32_gene3578	COG0215	COG0215.OTUcal.v2.1861	motu_linkage_group_260
160158126-stool2_revised_scaffold31316_1_gene97589	COG0215	COG0215.OTUcal.v2.1784	motu_linkage_group_135
563008.HMPREF0665_00299	COG0525	COG0525.OTUcal.v2.352	-
998088.B565_0903	COG0495	COG0495.OTUcal.v2.1419	-
809635352-stool1_revised_scaffold16708_2_gene175564	COG0016	COG0016.OTUcal.v2.1720	motu_linkage_group_225
411474.COPEUT_00102	COG0525	COG0525.OTUcal.v2.535	motu_linkage_group_433
1000568.HMPREF1039_1234	COG0533	COG0533.OTUcal.v2.1118	-
MH0038_revised_scaffold691_19_gene57048	COG0172	COG0172.OTUcal.v2.833	motu_linkage_group_178
159268001-stool2_revised_scaffold33009_1_gene105639	COG0533	COG0533.OTUcal.v2.1159	motu_linkage_group_132
V1.UC13-0_revised_scaffold603_2_gene71666	COG0018	COG0018.OTUcal.v2.1857	motu_linkage_group_548
MH0073_revised_scaffold663_2_gene50512	COG0012	COG0012.OTUcal.v2.357	motu_linkage_group_100
MH0081_revised_scaffold32917_5_gene37937	COG0525	COG0525.OTUcal.v2.1770	motu_linkage_group_85
645465.SSTG_01305	COG0495	COG0495.OTUcal.v2.57	-
525365.HMPREF0548_0165	COG0525	COG0525.OTUcal.v2.748	-
535025.BsubsJ_010100000065	COG0172	COG0172.OTUcal.v2.1347	-
985665.HPL003_07895	COG0172	COG0172.OTUcal.v2.100	-
O2.UC4-0_revised_scaffold29208_1_gene45439	COG0172	COG0172.OTUcal.v2.1722	motu_linkage_group_375
158802708-stool1_revised_C1020963_1_gene93210	COG0018	COG0018.OTUcal.v2.1814	motu_linkage_group_87
158337416-stool2_revised_C1030004_1_gene139472	COG0495	COG0495.OTUcal.v2.1867	motu_linkage_group_142
178306.PAE1107	COG0495	COG0495.OTUcal.v2.923	-
MH0036_revised_scaffold18928_20_gene11049	COG0541	COG0541.OTUcal.v2.1878	motu_linkage_group_54
500633.CLOHIR_01172	COG0552	COG0552.OTUcal.v2.1586	-
764447348-stool2_revised_scaffold6527_4_gene88290	COG0215	COG0215.OTUcal.v2.1824	motu_linkage_group_391
MH0012_revised_scaffold132525_1_gene46409	COG0012	COG0012.OTUcal.v2.1816	motu_linkage_group_47
500633.CLOHIR_01174	COG0541	COG0541.OTUcal.v2.1591	-
572478.Vdis_0713	COG0495	COG0495.OTUcal.v2.1447	-
1000568.HMPREF1039_0182	COG0495	COG0495.OTUcal.v2.1133	-
457416.HMPREF0873_00635	COG0525	COG0525.OTUcal.v2.619	motu_linkage_group_761
763901136-stool1_revised_scaffold26659_2_gene118568	COG0016	COG0016.OTUcal.v2.1337	motu_linkage_group_323
MH0041_revised_scaffold6328_4_gene31050	COG0495	COG0495.OTUcal.v2.1640	motu_linkage_group_109
360910.BAV2067	COG0016	COG0016.OTUcal.v2.286	-
762570.Rhom172_1851	COG0541	COG0541.OTUcal.v2.1724	-
MH0025_revised_scaffold18189_1_gene51319	COG0533	COG0533.OTUcal.v2.1962	-
990316.MCON_1158	COG0525	COG0525.OTUcal.v2.1560	-
395963.Bind_0225	COG0495	COG0495.OTUcal.v2.1280	-
398579.Spea_2684	COG0215	COG0215.OTUcal.v2.1408	-
632516.Calla_0643	COG0495	COG0495.OTUcal.v2.1058	-
159207311-stool2_revised_scaffold16716_1_gene8539	COG0525	COG0525.OTUcal.v2.1799	motu_linkage_group_120
449447.MAE_32120	COG0016	COG0016.OTUcal.v2.850	-
MH0054_revised_C1007612_1_gene23961	COG0495	COG0495.OTUcal.v2.1934	motu_linkage_group_317
167542.P9515_13021	COG0012	COG0012.OTUcal.v2.1404	-
887327.HMPREF0476_1920	COG0541	COG0541.OTUcal.v2.589	-
435832.HMPREF0604_01274	COG0215	COG0215.OTUcal.v2.1211	-
264730.PSPPH_0384	COG0018	COG0018.OTUcal.v2.742	-
MH0014_revised_scaffold4865_1_gene47220	COG0541	COG0541.OTUcal.v2.1699	motu_linkage_group_607
765620695-stool1_revised_scaffold21036_1_gene103876	COG0533	COG0533.OTUcal.v2.1071	motu_linkage_group_396
563037.HMPREF0850_00920	COG0215	COG0215.OTUcal.v2.962	-
271848.BTH_I1211	COG0495	COG0495.OTUcal.v2.901	-
935599.NMBG2136_0045	COG0552	COG0552.OTUcal.v2.1464	-
159490532-stool1_revised_C504318_1_gene61234	COG0012	COG0012.OTUcal.v2.1425	motu_linkage_group_105
653045.Strvi_1370	COG0012	COG0012.OTUcal.v2.844	-
360112.CJJHB9313_0900	COG0016	COG0016.OTUcal.v2.1268	-
V1.UC14-0_revised_scaffold36186_7_gene36734	COG0552	COG0552.OTUcal.v2.1743	motu_linkage_group_613
436717.AOLE_15700	COG0541	COG0541.OTUcal.v2.394	-
158499257-stool2_revised_scaffold36_1_gene90092	COG0533	COG0533.OTUcal.v2.2074	motu_linkage_group_510
398577.BamMC406_2831	COG0018	COG0018.OTUcal.v2.688	-
446471.Xcel_1125	COG0525	COG0525.OTUcal.v2.520	-
160502038-stool1_revised_scaffold33405_1_gene79410	COG0495	COG0495.OTUcal.v2.2032	motu_linkage_group_624
290339.ESA_00645	COG0541	COG0541.OTUcal.v2.1727	-
160765029-stool1_revised_scaffold21424_1_gene49742	COG0172	COG0172.OTUcal.v2.2017	-
525146.Ddes_0743	COG0018	COG0018.OTUcal.v2.789	-
580327.Tthe_1474	COG0541	COG0541.OTUcal.v2.1107	-
473788.NOC27_469	COG0525	COG0525.OTUcal.v2.1503	-
763982056-stool2_revised_scaffold4479_1_gene76049	COG0525	COG0525.OTUcal.v2.206	motu_linkage_group_311
471223.GWCH70_2764	COG0495	COG0495.OTUcal.v2.359	-
573395.SentesTe_010100009375	COG0215	COG0215.OTUcal.v2.93	-
528346.NGBG_01765	COG0552	COG0552.OTUcal.v2.1050	-
MH0064_revised_scaffold1422_6_gene9483	COG0018	COG0018.OTUcal.v2.824	motu_linkage_group_214
V1.UC13-0_revised_scaffold8871_10_gene9537	COG0541	COG0541.OTUcal.v2.1609	motu_linkage_group_119
160765029-stool1_revised_C1100022_1_gene16784	COG0495	COG0495.OTUcal.v2.1867	motu_linkage_group_142
314280.P3TCK_01754	COG0533	COG0533.OTUcal.v2.1228	-
1051075.PDI_0938	COG0018	COG0018.OTUcal.v2.1324	-
160178356-stool1_revised_scaffold4774_1_gene99313	COG0016	COG0016.OTUcal.v2.1721	motu_linkage_group_127
158337416-stool1_revised_scaffold29181_2_gene92754	COG0016	COG0016.OTUcal.v2.1945	-
521460.Athe_0967	COG0541	COG0541.OTUcal.v2.1228	-
718252.FP2_02300	COG0495	COG0495.OTUcal.v2.1376	motu_linkage_group_271
639283.Snov_0314	COG0016	COG0016.OTUcal.v2.369	-
511691.SmuNN2025_0004	COG0012	COG0012.OTUcal.v2.1067	-
582899.Hden_3451	COG0533	COG0533.OTUcal.v2.956	-
528353.NgonFA_010100006043	COG0018	COG0018.OTUcal.v2.1666	-
504474.cur_1119	COG0016	COG0016.OTUcal.v2.1607	-
380749.HY04AAS1_0515	COG0012	COG0012.OTUcal.v2.1294	-
563032.HMPREF0734_01333	COG0172	COG0172.OTUcal.v2.1026	-
290398.Csal_1521	COG0012	COG0012.OTUcal.v2.1334	-
634994.GCWU000323_02531	COG0018	COG0018.OTUcal.v2.1133	-
158256496-stool1_revised_C973734_1_gene117357	COG0541	COG0541.OTUcal.v2.1449	motu_linkage_group_105
944546.ABED_1924	COG0018	COG0018.OTUcal.v2.554	-
562983.HMPREF0433_01020	COG0552	COG0552.OTUcal.v2.568	-
228908.NEQ308	COG0172	COG0172.OTUcal.v2.610	-
388272.PaerPA_01003328	COG0016	COG0016.OTUcal.v2.773	-
